name,batch,industry,region,one_liner,website,status,team_size
Propolis,X25,B2B,,Hands off QA via intelligent browser agents.,https://propolis.tech/,Active,2
Cotool,X25,"B2B, Security",,AI Agents for Security Operations Teams,https://cotool.ai,Active,3
Nimbic AI,X25,"B2B, Engineering, Product and Design",,Automatically write and update internal docs with every code commit.,https://nimbic-ai.com,Active,3
Moby Analytics,X25,"B2B, Finance and Accounting",,AI financial auditors,https://www.mobyanalytics.com/,Active,4
Rimba,X25,"Industrials, Climate",,Streamlining Data Capture to Report Creation for Heavy Industries,https://rimba.ai,Active,4
Adentris,X25,"Healthcare, Healthcare IT",,Real-time AI Compliance for Medical Documentation,https://www.adentris.com,Active,4
Probo,X25,"B2B, Security",,We help you get compliant while you focus on your business.,https://www.getprobo.com/,Active,6
MindFort,X25,"B2B, Security",,Autonomous Security Agents,https://www.mindfort.ai,Active,5
chrt,X25,"B2B, Supply Chain and Logistics",,chrt is a logistics platform for time-critical shipping,https://chrt.com,Active,5
Lapel,X25,B2B,,Scale personalized service to every customer.,https://lapel.com/,Active,3
Mesmer,X25,"B2B, Engineering, Product and Design",,Cursor for CTOs,https://mesmer.co,Active,3
Relixir,X25,B2B,,Recursive Self-Improvement (RSI) for Autonomous Employees,https://relixir.ai,Active,4
Janus,X25,"B2B, Infrastructure",,Evaluate AI Agents with Simulation Environments,https://www.withjanus.com/,Active,2
Synthetic Society,S25,"B2B, Engineering, Product and Design",,Synthetic Users to Simulate Real Users,https://syntheticsociety.ai/,Active,2
Hemut,X25,"B2B, Supply Chain and Logistics",,AI-powered operating system for trucking companies.,https://www.hemut.com/,Active,3
Zero,X25,"B2B, Productivity",,AI powered email client that manages your email so you don't have to.,https://0.email,Active,2
ValueMate,X25,B2B,,Valuemate automates real estate appraisals with AI,https://valuemate.ai,Active,2
Bramante Biologics,X25,Healthcare,,American drug manufacturing,https://www.bramantebio.com,Active,2
Saffron Health,X25,"Healthcare, Healthcare Services",,AI-powered care coordination for primary care,https://www.saffron.health,Active,2
Scalar Field,X25,Fintech,,Reinventing the trading terminal — one intelligent agent at a time.,https://www.scalarfield.io/,Active,3
Eloquent AI,X25,B2B,,The AI Operator for Financial Services,https://www.eloquentai.co/,Active,5
MorphoAI,X25,"Industrials, Manufacturing and Robotics",,Software tool for designing robots and machines,https://morpho.ai/,Active,5
Vassar Robotics,X25,"Consumer, Consumer Electronics",,Open-source semi-humanoid dev kit → home data → autonomy → 20h/wk,https://www.vassarrobotics.com,Active,3
Cactus,S25,"B2B, Engineering, Product and Design",,Low-latency AI engine for mobile devices & wearables,https://www.cactuscompute.com/,Active,8
Boost Robotics,X25,"Industrials, Manufacturing and Robotics",,Robots for the inspection and maintenance of data centers,https://www.boostrobotics.ai,Active,2
Sygaldry Technologies,X25,Industrials,,quantum-accelerated AI servers,https://www.sygaldry.com,Active,
ParaQuery,X25,"B2B, Infrastructure",,Managed GPU-accelerated Spark + SQL at 2x speed and half the cost,https://paraquery.com,Active,1
Klavis AI,X25,B2B,,Open source MCP integration platform for reliably tool use at scale.,https://www.klavis.ai/,Active,4
Third Chair,X25,"B2B, Legal",,Automating complex legal workflows with human lawyers in the loop.,https://usethirdchair.com,Active,8
Vesence,X25,"B2B, Legal",,Cursor for Lawyers. Agentic AI in MS Office.,https://vesence.com,Active,2
PowerMatrix,X25,"Industrials, Energy",,Efficient and compact power supply for AI hardware,https://pwrmatrix.com,Active,2
Jazzberry,X25,B2B,,Building reinforcement learning environments,https://jazzberry.ai,Active,1
Besimple AI,X25,B2B,,Voice data for AI,https://besimple.ai,Active,3
Alkali,X25,"B2B, Engineering, Product and Design",,Your Copilot for Building Chemical Projects,https://alkali.engineering,Active,2
Human Behavior,X25,"B2B, Engineering, Product and Design",,Understand your users beyond the numbers,https://www.humanbehavior.co/,Active,3
QualGent,X25,B2B,,AI Mobile App Quality Assurance Tester,https://qualgent.link/qualgent,Active,10
Nixo,S25,B2B,,The first ops platform for forward deployed engineers,https://withnixo.com/,Active,4
Prism,X25,"B2B, Engineering, Product and Design",,AI for the next generation of media,https://prismvideos.com/,Active,3
Novoflow,X25,"Healthcare, Healthcare Services",,AI employees that automate medical operations for clinics.,https://www.novoflow.io/,Active,6
Theta,X25,B2B,,Specialized AI for Every Job,https://thetasoftware.com,Active,6
Lyra,X25,"B2B, Sales",,AI native meeting platform,https://lyra.so/,Active,4
Cleon,X25,B2B,,AI agents for hotels & resorts,https://getcleon.ai,Active,2
throxy,X25,"B2B, Sales",,Vertical AI agents that run the sales funnel on autopilot,https://throxy.com/,Active,15
Lucis,X25,"Healthcare, Consumer Health and Wellness",,Function Health for Europe,https://www.lucis.life,Active,17
Flott HQ,X25,B2B,,AI-native operating system for vehicle fleet management,https://www.flotthq.com,Active,2
Crimson,X25,"B2B, Legal",,The AI Associate for Litigation Lawyers,https://crimson.law,Active,4
Casco,X25,"B2B, Security",,"Autonomous security testing for web apps, APIs, cloud, and AI systems",https://casco.com,Active,10
Nomi,X25,"B2B, Sales",,Realtime Sales Copilot,https://www.nomi.so,Active,5
Morphik,X25,"B2B, Infrastructure",,Open-source multimodal search for AI apps,https://morphik.ai,Active,2
RunRL,X25,"B2B, Infrastructure",,Reinforcement learning as a service,https://runrl.com,Active,3
Ticket Wallet,X25,B2B,,AI-optimized ticket resale,https://www.ticketwallet.com,Active,2
Kaizen,X25,B2B,,Automate anything on the web.,https://kaizenautomation.com,Active,5
HABIT,X25,"B2B, Retail",,Conversational robots for physical businesses.,https://habitrobotics.com,Active,
Clidey,X25,B2B,,Model your organization. Run it in real time.,https://clidey.com,Active,4
Opusense AI,X25,"Real Estate and Construction, Construction",,AI for Field Inspection Reports,https://www.opusense.com/,Active,2
Labric,X25,"B2B, Analytics",,The data layer for scientific research,https://labric.co,Active,2
Photonium,X25,"B2B, Engineering, Product and Design",,AI-Powered Optical Consulting & Software,https://www.photoniumoptics.com/,Active,3
Sixtyfour,X25,"B2B, Operations",,People Intelligence at Scale,https://www.sixtyfour.ai/,Active,8
Tegore,X25,Education,,Your new AI-powered math tutor.,https://tegore.ai/,Active,1
Clado,X25,"B2B, Recruiting and Talent",,Deep Research for People,https://clado.ai,Active,7
Combinely,X25,"B2B, Finance and Accounting",,AI coworker for tax teams,https://combinely.ai,Active,5
VoiceOS,X25,Consumer,,The Siri for Productivity,https://voiceos.com,Active,2
Chiron,X25,Education,,Grammarly for Math ✏️,https://projectchiron.org,Active,2
Jeevy Fabrication,X25,"B2B, Engineering, Product and Design",,AI Driven EPC - Weld Fabrication Contractor,https://www.jeevyfabrication.com/,Active,3
Trapeze,X25,"Healthcare, Healthcare IT",,AI-native Zocdoc,https://www.trapezehealth.com,Active,2
Tinfoil,X25,"B2B, Security",,"Tinfoil makes your AI workflows secure, verifiable, and private.",https://tinfoil.sh,Active,4
The LLM Data Company,X25,B2B,,Frontier models for critical domains,https://www.llmdata.com/,Active,3
Refresh,X25,"B2B, Engineering, Product and Design",,Evals and environments for computer use and software engineering work,https://www.refresh.dev,Active,5
Parsewise,X25,B2B,,AI Agents for Risk Decisions,https://parsewise.ai,Active,6
Better Auth,X25,"B2B, Security",,The authentication framework for TypeScript,https://better-auth.com/,Active,4
Bluejay,X25,B2B,,The world's first quality assurance agency for voice & text AI.,https://getbluejay.ai/,Active,3
Kestral,X25,B2B,,We automate your entire product development lifecycle.,https://kestral.team,Active,3
Attune,X25,"B2B, Engineering, Product and Design",,"Faster builds, zero effort.",https://attunehq.com,Active,3
PgDog,X25,"B2B, Infrastructure",,Scaling engine for PostgreSQL,https://pgdog.dev,Active,1
Caucus,X25,Government,,AI CRM for Government,https://www.usecaucus.com/,Active,3
Kirana AI,X25,"B2B, Retail",,AI manager for physical stores,https://www.kirana-ai.com,Active,2
Mbodi AI,X25,"Industrials, Manufacturing and Robotics",,Industrial Robots that Act Like Humans,https://www.mbodi.ai/,Active,6
Percival,X25,B2B,,Accelerating data analysis for research,https://percy.tech,Active,3
TypeOS,X25,Consumer,,"AI that sounds like you, where you work.",https://TypeOS.com,Active,2
YouLearn,X25,Education,,AI tutor for each student.,https://www.youlearn.ai/,Active,3
stratify,X25,B2B,,AI agents that help you understand your customers' needs,https://www.trystratify.com,Active,2
Sim,X25,B2B,,Open source platform to build AI agent workflows,https://sim.ai,Active,5
Clarm,X25,"B2B, Productivity",,Capture inbound revenue whilst you build,https://www.clarm.com,Active,2
Beluga,X25,"B2B, Marketing",,Influencer marketing that converts,https://www.trybeluga.ai/,Active,3
Kaelio,X25,B2B,,The intelligence layer for Customer Success,https://kaelio.com/,Active,4
Dolphin,X25,"B2B, Engineering, Product and Design",,Dolphin is a startup in a box.,https://dolphinmade.com,Active,2
Zeon Systems,X25,"Industrials, Manufacturing and Robotics",,AI-powered robotics for scientific lab automation.,https://www.zeonsystems.ai/,Active,5
The Robot Learning Company,X25,"Industrials, Manufacturing and Robotics",,The infrastructure that robot intelligence is built and deployed on.,https://www.robot-learning.co/,Active,1
HelixDB,X25,"B2B, Engineering, Product and Design",,The fastest & most scalable graph-vector database on the market,https://helix-db.com,Active,6
Chonkie,X25,"B2B, Engineering, Product and Design",,Deep research on autopilot,https://www.chonkie.ai,Active,2
Almond,X25,"Industrials, Manufacturing and Robotics",,Robots designed for the era of AI,https://almond.bot/,Active,2
Claim Health,X25,Healthcare,,AI Revenue Platform for Post-Acute Care,https://www.claimhealth.com,Active,6
Capacitive,X25,"B2B, Engineering, Product and Design",,The data gateway for agents.,https://capacitive.ai/,Active,2
Acolite,X25,"Fintech, Insurance",,AI Teammates for Insurance Agencies,https://acolite.ai,Active,3
Ralo,X25,"Fintech, Consumer Finance",,Find Your Best Mortgage Deal,https://www.ralo.com/,Active,2
Auctor,X25,B2B,,The agentic operating system for modern system integrators.,https://getauctor.com,Active,15
neoncoral,X25,Consumer,,🪸 AI consumer social,http://neoncoral.inc,Active,1
Galen AI,X25,"Healthcare, Consumer Health and Wellness",,"Personal AI healthcare agent, powered by clinical and wearable data.",https://www.galenai.com/,Active,2
SynthioLabs,X25,Healthcare,,Agentic AI platform for Pharma GTM teams,https://synthiolabs.com/,Active,8
Cua,X25,"B2B, Engineering, Product and Design",,Docker for Computer-use Agents,https://cua.ai,Active,3
Minerva,X25,"B2B, Finance and Accounting",,AI native accounting firm,https://www.tryminerva.ai,Active,5
Kanava AI,X25,"B2B, Supply Chain and Logistics",,Your First AI Sales Hire for Wholesale Distributors,https://kanava.ai/,Active,2
GroundControl,X25,"Industrials, Aviation and Space",,Vertical AI for highly-regulated manufacturing,https://rungroundcontrol.com/,Active,8
Avallon AI,X25,"Fintech, Insurance",,AI agents for insurance claims operations,https://www.avallon.ai/,Active,7
Serafis,S25,B2B,,The AI knowledge graph for institutional investors,https://serafis.ai,Active,4
Bloom,X25,"B2B, Engineering, Product and Design",,Build and share mobile apps in seconds,https://bloom.diy/,Active,2
cubic,X25,"B2B, Engineering, Product and Design",,AI-powered code review platform,https://cubic.dev/,Active,3
Notus Autonomous Systems,X25,"Industrials, Aviation and Space",,Swarm robotics and full AI-command hierarchy integration,http://www.notussystems.com/,Active,2
Autostep,X25,"B2B, Operations",,Uncover repetitive tasks and automate them,https://autostep.ai/,Active,1
Golf,X25,"B2B, Security",,Agentic AI Security and Governance,https://golf.dev/,Active,2
BitBoard,X25,"B2B, Operations",,The best way to use AI for spreadsheets.,https://bitboard.work/,Active,2
nao Labs,X25,"B2B, Analytics",,Open Source Analytics Agent,https://getnao.io/,Active,2
Vybe,X25,"B2B, Engineering, Product and Design",,Secure internal apps. Built by AI in seconds. Powered by your data.,https://www.vybe.build,Active,8
Aravolta,X25,"B2B, Infrastructure",,"Software to monitor, control, and optimize data centers.",https://www.aravolta.com/,Active,9
Kashikoi,X25,B2B,,Simulation Engine for Benchmarking AI Products,https://www.getkashikoi.com,Active,2
Plexe,X25,"B2B, Engineering, Product and Design",,Open-source agents to build predictive ML models from a prompt,https://plexe.ai,Active,2
Frekil,X25,Healthcare,,Intelligence Layer for Clinical Real World Data (RWD),https://www.frekil.com,Active,2
Chestnut,X25,"Fintech, Credit and Lending",,The first AI mortgage lender,https://chestnutmortgage.com/,Active,2
Red Barn Robotics,W25,"Industrials, Agriculture",,A Roomba for weeds on a farm.,https://www.redbarnrobotics.com,Active,5
QFEX,X25,"Fintech, Banking and Exchange",,24/7 Global Stock Exchange,https://qfex.com,Active,10
Blaxel,X25,B2B,,The perpetual sandbox platform,https://blaxel.ai,Active,8
Mentra,W25,"Consumer, Virtual and Augmented Reality",,Building the open source smart glasses operating system.,https://mentra.glass,Active,12
Wayline,S25,Real Estate and Construction,,AI voice for property managers,https://wayline.com,Active,2
BlindPay,W25,"Fintech, Payments",,Stablecoin API for global payments,https://blindpay.com/,Active,9
Ambral,S25,"B2B, Sales",,AI Account Managers,https://www.ambral.com/,Active,2
Vantel,W25,"Fintech, Insurance",,AI Platform for Commercial Insurance Brokerages,https://vantel.com/,Active,4
Fira,W25,"B2B, Finance and Accounting",,Financial research platform for investment firms,https://firaresearch.com/,Active,4
assistant-ui,W25,"B2B, Infrastructure",,Open Source React.js Library for AI Chat,https://assistant-ui.com,Active,3
Artifact,W25,"B2B, Engineering, Product and Design",,"An Collaborative, AI-native IDE for Hardware Engineers",https://www.artifact.engineer/,Active,3
Axal,W25,B2B,,Automate Data Entry From Inbox to ERP,https://www.axal.ai/,Active,2
Fluidize,S25,"B2B, Engineering, Product and Design",,Helping scientists and engineers run experiments with AI.,https://fluidize.ai,Active,3
Dex,W25,"B2B, Productivity",,The AI Coworker in Chrome,https://joindex.com,Active,2
TrainLoop,W25,"B2B, Engineering, Product and Design",,Reasoning Fine-Tuning,http://trainloop.ai,Active,6
Candid,W25,B2B,,The hiring platform for exceptional talent,https://trycandid.com,Active,2
SAMMY Labs,W25,B2B,,"SAMMY Labs, the knowledge layer for your people and AI",https://www.sammylabs.com,Active,10
Instinct,W25,"Industrials, Aviation and Space",,Building lunar landers,https://www.instinct-space.com/,Active,4
Mercura,W25,"B2B, Sales",,AI Quote and Order Automation for Distributors & Manufacturers,https://www.mercura.ai,Active,14
Lightbox,W25,Consumer,,Cursor for Content Creation,https://www.lightbox.sh/,Active,2
Cedar,W25,"B2B, Engineering, Product and Design",,The open source copilot for any app,https://www.cedarcopilot.com,Active,2
Browser Use,W25,B2B,,Leading open-source web agent project with 50k stars in 3 months,https://browser-use.com,Active,7
TamLabs,W25,"B2B, Productivity",,Cursor for Microsoft Word,https://tamlabs.ai,Active,2
Ergo,W25,"B2B, Sales",,AI Agents for Revenue Teams,https://joinergo.com,Active,
CopyCat,W25,"B2B, Operations",,AI-Powered Automation to Transform Your Back Office,https://runcopycat.com,Active,2
Paratus Health,W25,"Healthcare, Healthcare IT",,Medical Voice Agents for Patient Management,https://paratushealth.com/,Active,6
Atlog,X25,"B2B, Operations",,Voice AI That Won't Get You Sued,https://atlog.ai,Active,2
Butter,W25,"B2B, Infrastructure",,Muscle Memory Cache for Agents,https://butter.dev,Active,2
Bluebook,W25,"B2B, Finance and Accounting",,AI for accounting,https://getbluebook.com,Active,4
TensorPool,W25,"B2B, Infrastructure",,Vercel For GPUs,https://tensorpool.dev,Active,3
Opine,X25,Consumer,,Opinionated AI,https://www.opine.chat,Active,2
Dalus,W25,"B2B, Engineering, Product and Design",,AI-Powered Hardware System Design Software,https://dalus.io,Active,3
Roark,W25,"B2B, Analytics",,"Test, monitor, and improve your voice agents",https://roark.ai,Active,3
Rebolt,W25,B2B,,Build apps and agents by speaking with AI,https://rebolt.ai,Active,3
Spott,W25,"B2B, Recruiting and Talent",,AI-native ATS/CRM for recruiting firms,https://spott.io,Active,20
Woz,W25,B2B,,AI platform enabling anyone to build and scale software businesses,https://withwoz.com/,Active,6
Proception Inc,W25,"Industrials, Manufacturing and Robotics",,Making humanoids dexterous enough to thread a needle,https://proception.ai/,Active,10
Corsair,W25,"B2B, Engineering, Product and Design",,Integration Layer for AI Agents 🦞,https://www.corsair.dev,Active,2
Wildcard,W25,"B2B, Engineering, Product and Design",,Sell Products in ChatGPT Shopping,https://wild-card.ai,Active,2
Permitify,W25,"Real Estate and Construction, Construction",,AI co-pilot for building plan review and building code compliance,https://permitify.com,Active,2
Reditus Space,W25,"Industrials, Aviation and Space",,Reusable Satellites for zero-g manufacturing,https://www.reditus.space/,Active,20
Optifye.ai,W25,B2B,,AI performance monitoring for factory workers,https://www.optifye.ai,Active,3
Pinch,W25,"B2B, Productivity",,Real-time AI Voice Translation for Developers,https://startpinch.com,Active,3
Retrofit,W25,"Consumer, Apparel and Cosmetics",,A vintage marketplace curated by AI,https://www.retrofit.shop/,Active,2
Archon,W25,Government,,We help software companies sell to government.,https://archon.inc,Active,3
Forge Automation,W25,"Industrials, Manufacturing and Robotics",,Software Enabled CNC Parts Supplier,https://www.forgeautomation.ca,Active,10
Mastra,W25,"B2B, Engineering, Product and Design",,"The Javascript framework for building AI agents, from the Gatsby devs",https://mastra.ai,Active,8
AfterQuery,W25,"B2B, Infrastructure",,Research lab investigating the boundaries of AI capabilities.,https://afterquery.com,Active,20
Misprint,W25,Consumer,,Misprint is building Robinhood for Pokemon cards,https://www.misprint.com,Active,5
FuseAI,W25,"B2B, Sales",,The only sales software you will ever need.,https://tryfuse.ai/,Active,8
Miyagi Labs,W25,Education,,AI tutors for exam prep,https://miyagilabs.ai,Active,2
Artificial Societies,W25,"B2B, Analytics",,We build networks of AI personas that simulate stakeholder opinions,https://societies.io,Active,6
OpenIntake,W25,"B2B, Legal",,The AI Front Door For Law Firms,https://www.openintake.ai/,Active,2
Peppr AI,W25,"B2B, Engineering, Product and Design",,Self-improving knowledge base synthesizing scattered company data,https://www.usepeppr.ai/,Active,4
Infinite,W25,"Fintech, Payments",,Global B2B Stablecoin Processor,https://infinite.dev,Active,4
Sennu AI,W25,B2B,,AI Code Review for Salesforce Development,https://www.sennu.ai,Active,2
Orbital Operations,W25,"Industrials, Aviation and Space",,High Thrust Space Vehicles for Satellite Defense,https://www.orbitalops.tech/,Active,2
Mesh,W25,"B2B, Finance and Accounting",,Eliminating accrual spreadsheets for faster month-end,http://www.usemesh.com,Active,3
Outlit,W25,B2B,,Customer Context for Agents,https://outlit.ai/,Active,2
Tire Swing,W25,"B2B, Legal",,AI Powered Affordable Housing Eligibility,https://gettireswing.com,Active,2
Harper,W25,"Fintech, Insurance",,AI-native commercial insurance brokerage,https://www.harperinsure.com/,Active,25
Calltree,W25,B2B,,Enterprise-grade AI support reps for call centers,https://calltree.ai,Active,6
Nitrode,W25,"Consumer, Gaming",,AI game development engine & platform,https://www.nitrode.com,Active,4
Karsa,W25,Fintech,,Stablecoin neobank for emerging markets,https://gokarsa.com/,Active,2
Exla,W25,"B2B, Engineering, Product and Design",,An SDK to run transformer models anywhere,https://exla.ai/,Active,
Confident AI,W25,"B2B, Engineering, Product and Design",,The LLM Eval and Observability Platform for AI Quality,https://confident-ai.com,Active,7
Riviera,W25,B2B,,AI Employees for Hotels,https://www.withriviera.com,Active,2
Waypoint Transit,W25,Government,,We automate urban planning so cities can build cheaper and faster.,https://waypointtransit.com,Active,2
Bystreet,W25,B2B,,Find your next hospitality deal.,http://www.bystreet.com,Active,4
Agentin AI,W25,B2B,,AI Agents that automate enterprise software processes,https://www.agentin.ai,Active,2
ReJot,W25,"B2B, Engineering, Product and Design",,We turn complex API integrations into drop‑in full‑stack libraries,https://rejot.dev,Active,2
General Trajectory,W25,"Industrials, Manufacturing and Robotics",,AI for the physical world,https://www.generaltrajectory.com/,Active,1
Solidroad,W25,B2B,,"AI agents for CX teams, starting with training and QA.",https://solidroad.com,Active,6
Trata,W25,"B2B, Finance and Accounting",,AI-powered research desk for hedge funds,https://www.trytrata.com/,Active,5
Haleum,W25,"B2B, Security",,Human Risk Intelligence for the AI-era,https://haleum.ai/,Active,3
Lucidic AI,W25,B2B,,AI Agent Training via Simulations,https://lucidic.ai,Active,4
Mundo AI,W25,"B2B, Infrastructure",,High Quality Multilingual Training Data for AI Models,https://mundoai.world,Active,4
G LNK,W25,B2B,,Simplifying Collaboration for Healthcare Organizations & Professionals,https://glnkco.com/,Active,2
Pluto,W25,"Fintech, Banking and Exchange",,Regulated derivatives exchange,https://www.pluto.trade,Active,5
AthenaHQ,W25,"B2B, Marketing",,"Be the Answer in AI Search - AI SEO across SEO, GEO & AEO",https://www.athenahq.ai,Active,12
Lopus AI,W25,"B2B, Analytics",,Analytics built for Growth,https://lopus.ai,Active,2
Cenote,W25,Healthcare,,AI agents that convert and retain patients for digital clinics,https://www.joincenote.com/,Active,3
Harbera,W25,"Healthcare, Healthcare IT",,AI Healthcare Provider Credentialing Software,https://harbera.com/,Active,2
Stillwind,W25,"B2B, Engineering, Product and Design",,Autonomous Electrical Engineering,https://stillwind.ai,Active,4
Bindwell,W25,"Industrials, Agriculture",,Discovering new pesticides with AI,https://www.bindwell.ai/,Active,4
Pickle,W25,"Consumer, Consumer Electronics",,Where your life context becomes understanding.,https://www.pickle.com,Active,15
Lucid,W25,Consumer,,interactive video models,https://lucid.ai,Active,3
Macadamia,W25,"B2B, Engineering, Product and Design",,AI Agents for Complex Engineering Projects,https://macadamialabs.com,Active,2
Asteroid,W25,B2B,,AI Browser Workforce for Operation Teams,https://asteroid.ai,Active,5
Gale,W25,"B2B, Legal",,Fast and Data-Driven Immigration Platform,https://galevisa.com,Active,3
Pave Robotics,W25,"Industrials, Manufacturing and Robotics",,Robots that repair roads,https://pave-robotics.com,Active,3
PAX Markets,W25,"Fintech, Banking and Exchange",,"More 𝛼, less latency: exchange and HFT on one chip.",https://pax.markets/,Active,6
Olive,W25,"B2B, Recruiting and Talent",,The context layer for your team,https://fromolive.com,Active,2
hud,W25,"B2B, Engineering, Product and Design",,Platform for building RL environments and evals,https://www.hud.so,Active,5
finbar,W25,Fintech,,The AI investment analyst,https://finbar.com,Active,4
Cuckoo Labs,W25,B2B,,Real-time AI translator for global sales and marketing,https://www.cuckoo.so/,Active,2
Mecha Health,W25,Healthcare,,Foundation models to automate x-ray analysis for radiologists,https://www.mecha-health.ai/,Active,4
GradeWiz,W25,Education,,AI Grading for Teachers,https://www.gradewiz.ai/,Active,2
HealthKey,W25,"Healthcare, Healthcare IT",,AI-powered Patient Identification for Clinical Trials,https://gethealthkey.com/,Active,10
Operand,W25,"B2B, Analytics",,AI to run Business Strategy,https://www.operand.com/,Active,5
Osmosis,W25,B2B,,Reinforcement Learning for AI Agents,https://osmosis.ai/,Active,6
Swerve,W25,Consumer,,Chat with AI Characters,https://www.getswerve.com/,Active,2
Mosaic,W25,"Consumer, Content",,Agentic video editing,https://mosaic.so,Active,3
Cifrato,W25,"B2B, Operations",,AI Accountant for Accounting Firms,https://cifrato.ai,Active,13
Oki,W25,"B2B, Engineering, Product and Design",,Personalized Updates on Company Progress,https://www.okiapplications.com/,Active,2
ZeroEntropy,W25,"B2B, Infrastructure",,High accuracy search API over unstructured data.,https://www.zeroentropy.dev,Active,2
Bezel,W25,B2B,,Digital AI humans that model clothes for e-commerce brands.,https://www.trybezel.com/,Active,1
Cardamon,W25,"B2B, Finance and Accounting",,AI compliance co-pilot for regulated financial businesses,https://cardamon.ai/,Active,2
Amby Health,W25,"Healthcare, Healthcare IT",,AI Copilot for Ambulance Agencies (EMS),https://tryamby.com,Active,2
Trim,W25,"B2B, Engineering, Product and Design",,A foundation model for physics.,https://trimresearch.com,Active,3
Tergle,W25,B2B,,AI Agents for Audit,https://tergle.com,Active,
Rally,W25,Fintech,,Financial OS for Modern Fleets,https://www.getrally.com/,Active,5
Adam,W25,"B2B, Engineering, Product and Design",,AI Powered CAD,https://adam.new/,Active,4
Inversion Semiconductor,W25,"Industrials, Manufacturing and Robotics",,"Manufacturing the most powerful chips, 15x faster",https://www.inversionsemi.com,Active,5
careCycle,W25,B2B,,Voice AI teams for medicare agencies.,https://www.careCycle.ai,Active,4
Paragon,W25,"B2B, Operations",,The AI Growth Engine for Industrials,https://www.runparagon.com,Active,2
SalesPatriot,W25,"B2B, Operations",,We help defense firms win more contracts with the Pentagon,https://www.salespatriot.com/,Active,13
Maive,W25,B2B,,AI for Home Services,https://maive.ai,Active,2
Weave,W25,"B2B, Engineering, Product and Design",,AI to understand engineering work,https://workweave.dev,Active,9
Caseflood.ai,W25,"B2B, Legal",,How elite law firms do intake,https://caseflood.ai,Active,2
Tejas AI,W25,B2B,,Risk Decisioning Platform for Banks,https://www.trytejas.ai/,Active,2
Trava,W25,"B2B, Supply Chain and Logistics",,AI agents for global trade compliance,https://www.usetrava.com/,Active,1
Maritime Fusion,W25,"Industrials, Energy",,Fusion reactors for ships,https://maritimefusion.com,Active,6
a0.dev,W25,"B2B, Engineering, Product and Design",,We make mobile apps using AI.,https://a0.dev,Active,3
Altrina,W25,"B2B, Productivity",,The SOP Automation Platform,https://altrina.com,Active,4
A1Base,W25,"B2B, Engineering, Product and Design",,Twilio for AI Agents,https://www.a1base.com/,Active,2
Verbiflow,W25,B2B,,People search that works,https://verbiflow.com,Active,2
Toothy AI,W25,"Healthcare, Healthcare IT",,AI for insurance verification & billing at dental clinics,https://www.toothy.ai/,Active,15
Rocketable,W25,B2B,,The AI Maximalist Software Holding Company,https://www.rocketable.com,Active,2
Sublingual,W25,B2B,,Daily productivity tracker,https://sublingual.ai/,Active,2
Contrario,W25,"B2B, Recruiting and Talent",,Fill critical roles faster with AI-empowered recruiters,https://contrario.ai,Active,10
Ovlo,W25,"B2B, Supply Chain and Logistics",,AI agents for supply chain workflow automation,https://ovlo.ai,Active,2
Truffle AI,W25,"B2B, Engineering, Product and Design",,AWS for AI Agents,https://www.trytruffle.ai/,Active,2
superglue,W25,"B2B, Engineering, Product and Design",,AI that fixes enterprise glue,https://superglue.ai/,Active,4
Conntour,W25,"Industrials, Defense",,AI to monitor thousands of security cameras.,https://www.conntour.com/,Active,6
Closure,W25,Government,,We help law enforcement solve crime,https://closure-intel.com/,Active,4
Promptless,W25,"B2B, Engineering, Product and Design",,An AI teammate that automatically updates your customer-facing docs,https://promptless.ai/,Active,5
Scout,W25,Education,,AI-powered student information system for K-12 schools,https://scoutforschools.com/,Active,8
Subtrace,W25,"B2B, Engineering, Product and Design",,Zero code network tracer,https://subtrace.dev,Active,2
Vocality Health,W25,"Healthcare, Healthcare Services",,Voice AI for medical language translation,https://www.vocalityhealth.com,Active,2
Astro,W25,"Industrials, Energy",,The world’s first AI energy developer,https://www.astroenergy.ai/,Active,1
Dartboard Energy,W25,"Industrials, Energy",,AI Analyst for Electricity Markets,https://dartboardenergy.com,Active,2
Karoo,W25,"Fintech, Consumer Finance",,AI native consumer lending platform for underserved Americans,https://www.karoo.ca,Active,3
awen,W25,B2B,,We are rebuilding photoshop with an AI-voice interface.,https://www.awen.ai/,Active,3
Dollyglot,W25,Consumer,,Character.AI with real time video avatars,https://www.dollyglot.com/,Active,2
Alice.tech,W25,Education,,AI-driven exam prep,https://www.alice.tech/,Active,5
Stamp,W25,"B2B, Productivity",,The AI Native Email Client,https://www.stampmail.ai/,Active,1
Splash Inc.,W25,"Industrials, Drones",,Autonomous patrol-boats for National Security,https://splash9.com/,Active,7
Orchids,W25,B2B,,AI App Builder,https://www.orchids.app/,Active,6
Axiom,W25,"Fintech, Consumer Finance",,"Trade memecoins, perpetuals, and earn yield.",https://axiom.trade,Active,2
Partcl,X25,"B2B, Engineering, Product and Design",,Design a chip in minutes,https://partcl.com/,Active,
Steinmetz,W25,Industrials,,Hardware for Electric Vehicles.,https://steinmetzmotors.com/,Active,2
SubImage,W25,"B2B, Security",,Software that maps your infrastructure. Open core alternative to Wiz,https://subimage.io,Active,5
Hey Telo,W25,B2B,,Voice AI for Home Services,https://www.heytelo.com,Active,2
Praxim,W25,"B2B, Productivity",,The agentic AI Word editor,https://www.praxim.ai/,Active,2
